ProcessID,Arrival_Time,Burst_Time,Priority,Start_Time,Completion_Time,Turnaround_Time,Waiting_Time
P6212,9127,42,1,15489,15531,6404,6362
P6240,9177,24,1,15531,15555,6378,6354
P6269,9218,11,1,15555,15566,6348,6337
P6270,9221,39,1,15566,15605,6384,6345
P6299,9270,24,1,15605,15629,6359,6335
P6303,9276,36,1,15629,15665,6389,6353
P6315,9291,47,1,15665,15712,6421,6374
P6320,9296,8,1,15712,15720,6424,6416
P6349,9340,31,1,15720,15751,6411,6380
P6372,9374,30,1,15751,15781,6407,6377
P6373,9375,35,1,15781,15816,6441,6406
P6376,9377,17,1,15816,15833,6456,6439
P6380,9384,28,1,15833,15861,6477,6449
P6392,9398,32,1,15861,15893,6495,6463
P6400,9411,45,1,15893,15938,6527,6482
P6405,9418,36,1,15938,15974,6556,6520
P6414,9435,32,1,15974,16006,6571,6539
P6417,9439,47,1,16006,16053,6614,6567
P6418,9441,23,1,16053,16076,6635,6612
P6421,9443,43,1,16076,16119,6676,6633
P6433,9466,4,1,16119,16123,6657,6653
P6443,9482,31,1,16123,16154,6672,6641
P6448,9492,13,1,16154,16167,6675,6662
P6456,9506,10,1,16167,16177,6671,6661
P6458,9509,1,1,16177,16178,6669,6668
P6473,9529,5,1,16178,16183,6654,6649
P6497,9568,28,1,16183,16211,6643,6615
P6506,9584,21,1,16211,16232,6648,6627
P6507,9586,4,1,16232,16236,6650,6646
P6511,9590,14,1,16236,16250,6660,6646
P6521,9607,28,1,16250,16278,6671,6643
P6527,9614,34,1,16278,16312,6698,6664
P6536,9623,16,1,16312,16328,6705,6689
P6552,9642,20,1,16328,16348,6706,6686
P6574,9677,7,1,16348,16355,6678,6671
P6591,9705,1,1,16355,16356,6651,6650
P6609,9739,43,1,16356,16399,6660,6617
P6623,9752,21,1,16399,16420,6668,6647
P6653,9809,6,1,16420,16426,6617,6611
P6667,9825,42,1,16426,16468,6643,6601
P6675,9836,44,1,16468,16512,6676,6632
P6680,9844,19,1,16512,16531,6687,6668
P6685,9847,32,1,16531,16563,6716,6684
P6691,9857,37,1,16563,16600,6743,6706
P6700,9869,49,1,16600,16649,6780,6731
P6705,9880,29,1,16649,16678,6798,6769
P6706,9883,3,1,16678,16681,6798,6795
P6708,9889,26,1,16681,16707,6818,6792
P6712,9894,5,1,16707,16712,6818,6813
P6730,9925,5,1,16712,16717,6792,6787
P6735,9934,3,1,16717,16720,6786,6783
P6748,9947,47,1,16720,16767,6820,6773
P6775,9994,13,1,16767,16780,6786,6773
P6776,9996,40,1,16780,16820,6824,6784
P6793,10028,27,1,16820,16847,6819,6792
P6797,10035,31,1,16847,16878,6843,6812
P6799,10036,30,1,16878,16908,6872,6842
P6817,10051,23,1,16908,16931,6880,6857
P6858,10127,38,1,16931,16969,6842,6804
P6865,10136,25,1,16969,16994,6858,6833
P6869,10146,6,1,16994,17000,6854,6848
P6870,10148,16,1,17000,17016,6868,6852
P6906,10194,43,1,17016,17059,6865,6822
P6909,10197,15,1,17059,17074,6877,6862
P6910,10198,16,1,17074,17090,6892,6876
P6913,10201,17,1,17090,17107,6906,6889
P6920,10211,3,1,17107,17110,6899,6896
P6938,10239,36,1,17110,17146,6907,6871
P6948,10258,41,1,17146,17187,6929,6888
P6949,10261,12,1,17187,17199,6938,6926
P6956,10272,18,1,17199,17217,6945,6927
P6959,10275,47,1,17217,17264,6989,6942
P6969,10291,36,1,17264,17300,7009,6973
P6992,10322,8,1,17300,17308,6986,6978
P6998,10328,26,1,17308,17334,7006,6980
P7000,10332,44,1,17334,17378,7046,7002
P7007,10336,48,1,17378,17426,7090,7042
P7011,10343,5,1,17426,17431,7088,7083
P7013,10348,47,1,17431,17478,7130,7083
P7018,10359,28,1,17478,17506,7147,7119
P7022,10364,42,1,17506,17548,7184,7142
P7042,10391,14,1,17548,17562,7171,7157
P7047,10400,38,1,17562,17600,7200,7162
P7052,10404,7,1,17600,17607,7203,7196
P7099,10472,17,1,17607,17624,7152,7135
P7102,10475,27,1,17624,17651,7176,7149
P7128,10509,28,1,17651,17679,7170,7142
P7139,10524,20,1,17679,17699,7175,7155
P7154,10547,8,1,17699,17707,7160,7152
P7157,10551,34,1,17707,17741,7190,7156
P7161,10557,41,1,17741,17782,7225,7184
P7165,10565,32,1,17782,17814,7249,7217
P7192,10605,8,1,17814,17822,7217,7209
P7194,10608,12,1,17822,17834,7226,7214
P7202,10618,40,1,17834,17874,7256,7216
P7218,10640,11,1,17874,17885,7245,7234
P7240,10666,16,1,17885,17901,7235,7219
P7250,10684,25,1,17901,17926,7242,7217
P7262,10697,43,1,17926,17969,7272,7229
P7270,10709,43,1,17969,18012,7303,7260
P7280,10728,17,1,18012,18029,7301,7284
P7297,10757,22,1,18029,18051,7294,7272
P7299,10760,11,1,18051,18062,7302,7291
P7315,10790,34,1,18062,18096,7306,7272
P7316,10791,26,1,18096,18122,7331,7305
P7346,10844,11,1,18122,18133,7289,7278
P7354,10860,48,1,18133,18181,7321,7273
P7361,10872,34,1,18181,18215,7343,7309
P7375,10891,7,1,18215,18222,7331,7324
P7388,10909,26,1,18222,18248,7339,7313
P7399,10930,6,1,18248,18254,7324,7318
P7400,10930,48,1,18254,18302,7372,7324
P7411,10939,39,1,18302,18341,7402,7363
P7435,10976,35,1,18341,18376,7400,7365
P7437,10978,34,1,18376,18410,7432,7398
P7438,10978,32,1,18410,18442,7464,7432
P7444,10987,1,1,18442,18443,7456,7455
P7446,10987,19,1,18443,18462,7475,7456
P7448,10992,27,1,18462,18489,7497,7470
P7481,11041,14,1,18489,18503,7462,7448
P7482,11044,19,1,18503,18522,7478,7459
P7495,11064,3,1,18522,18525,7461,7458
P7499,11073,10,1,18525,18535,7462,7452
P7519,11103,24,1,18535,18559,7456,7432
P7523,11110,37,1,18559,18596,7486,7449
P7524,11111,34,1,18596,18630,7519,7485
P7534,11121,37,1,18630,18667,7546,7509
P7547,11143,11,1,18667,18678,7535,7524
P7563,11162,5,1,18678,18683,7521,7516
P7568,11173,31,1,18683,18714,7541,7510
P7575,11180,12,1,18714,18726,7546,7534
P7579,11189,22,1,18726,18748,7559,7537
P7589,11205,4,1,18748,18752,7547,7543
P7593,11210,39,1,18752,18791,7581,7542
P7602,11223,39,1,18791,18830,7607,7568
P7621,11254,14,1,18830,18844,7590,7576
P7633,11271,31,1,18844,18875,7604,7573
P7645,11289,29,1,18875,18904,7615,7586
P7654,11306,34,1,18904,18938,7632,7598
P7661,11315,46,1,18938,18984,7669,7623
P7690,11362,45,1,18984,19029,7667,7622
P7703,11384,23,1,19029,19052,7668,7645
P7715,11407,19,1,19052,19071,7664,7645
P7726,11419,27,1,19071,19098,7679,7652
P7727,11420,8,1,19098,19106,7686,7678
P7759,11465,6,1,19106,19112,7647,7641
P7767,11480,11,1,19112,19123,7643,7632
P7773,11482,34,1,19123,19157,7675,7641
P7779,11488,15,1,19157,19172,7684,7669
P7786,11500,34,1,19172,19206,7706,7672
P7787,11503,20,1,19206,19226,7723,7703
P7789,11505,37,1,19226,19263,7758,7721
P7794,11510,38,1,19263,19301,7791,7753
P7797,11511,15,1,19301,19316,7805,7790
P7799,11511,27,1,19316,19343,7832,7805
P7825,11549,31,1,19343,19374,7825,7794
P7850,11578,12,1,19374,19386,7808,7796
P7854,11584,34,1,19386,19420,7836,7802
P7874,11614,13,1,19420,19433,7819,7806
P7885,11632,33,1,19433,19466,7834,7801
P7887,11634,4,1,19466,19470,7836,7832
P7905,11664,22,1,19470,19492,7828,7806
P7911,11676,27,1,19492,19519,7843,7816
P7915,11680,16,1,19519,19535,7855,7839
P7920,11689,13,1,19535,19548,7859,7846
P7925,11698,5,1,19548,19553,7855,7850
P7932,11710,48,1,19553,19601,7891,7843
P7967,11758,24,1,19601,19625,7867,7843
P7987,11785,19,1,19625,19644,7859,7840
P7998,11799,22,1,19644,19666,7867,7845
P8005,11813,10,1,19666,19676,7863,7853
P8021,11839,21,1,19676,19697,7858,7837
P8029,11850,40,1,19697,19737,7887,7847
P8033,11854,39,1,19737,19776,7922,7883
P8034,11857,45,1,19776,19821,7964,7919
P8055,11893,19,1,19821,19840,7947,7928
P8077,11929,3,1,19840,19843,7914,7911
P8083,11933,41,1,19843,19884,7951,7910
P8087,11940,10,1,19884,19894,7954,7944
P8114,11990,33,1,19894,19927,7937,7904
P8115,11992,41,1,19927,19968,7976,7935
P8130,12015,11,1,19968,19979,7964,7953
P8156,12050,2,1,19979,19981,7931,7929
P8157,12050,37,1,19981,20018,7968,7931
P8159,12055,18,1,20018,20036,7981,7963
P8187,12086,47,1,20036,20083,7997,7950
P8226,12133,13,1,20083,20096,7963,7950
P8234,12147,10,1,20096,20106,7959,7949
P8239,12156,43,1,20106,20149,7993,7950
P8245,12164,24,1,20149,20173,8009,7985
P8253,12177,21,1,20173,20194,8017,7996
P8255,12180,29,1,20194,20223,8043,8014
P8270,12203,22,1,20223,20245,8042,8020
P8274,12210,22,1,20245,20267,8057,8035
P8275,12211,17,1,20267,20284,8073,8056
P8289,12232,12,1,20284,20296,8064,8052
P8291,12235,47,1,20296,20343,8108,8061
P8311,12271,24,1,20343,20367,8096,8072
P8318,12285,38,1,20367,20405,8120,8082
P8361,12342,8,1,20405,20413,8071,8063
P8363,12344,3,1,20413,20416,8072,8069
P8365,12348,50,1,20416,20466,8118,8068
P8385,12377,35,1,20466,20501,8124,8089
P8387,12380,34,1,20501,20535,8155,8121
P8406,12412,4,1,20535,20539,8127,8123
P8408,12418,50,1,20539,20589,8171,8121
P8416,12431,5,1,20589,20594,8163,8158
P8419,12434,20,1,20594,20614,8180,8160
P8432,12462,38,1,20614,20652,8190,8152
P8435,12464,20,1,20652,20672,8208,8188
P8438,12469,15,1,20672,20687,8218,8203
P8452,12489,17,1,20687,20704,8215,8198
P8454,12492,22,1,20704,20726,8234,8212
P8457,12496,26,1,20726,20752,8256,8230
P8478,12521,46,1,20752,20798,8277,8231
P8491,12536,36,1,20798,20834,8298,8262
P8493,12538,13,1,20834,20847,8309,8296
P8503,12551,6,1,20847,20853,8302,8296
P8513,12571,12,1,20853,20865,8294,8282
P8535,12603,40,1,20865,20905,8302,8262
P8549,12630,29,1,20905,20934,8304,8275
P8554,12639,20,1,20934,20954,8315,8295
P8559,12651,46,1,20954,21000,8349,8303
P8561,12654,19,1,21000,21019,8365,8346
P8583,12691,26,1,21019,21045,8354,8328
P8586,12693,9,1,21045,21054,8361,8352
P8611,12733,27,1,21054,21081,8348,8321
P8637,12778,21,1,21081,21102,8324,8303
P8646,12794,9,1,21102,21111,8317,8308
P8654,12809,42,1,21111,21153,8344,8302
P8673,12837,14,1,21153,21167,8330,8316
P8679,12847,8,1,21167,21175,8328,8320
P8680,12847,1,1,21175,21176,8329,8328
P8686,12857,43,1,21176,21219,8362,8319
P8702,12884,16,1,21219,21235,8351,8335
P8709,12891,20,1,21235,21255,8364,8344
P8752,12964,29,1,21255,21284,8320,8291
P8767,12983,18,1,21284,21302,8319,8301
P8780,12997,29,1,21302,21331,8334,8305
P8781,13000,23,1,21331,21354,8354,8331
P8790,13016,6,1,21354,21360,8344,8338
P8797,13027,15,1,21360,21375,8348,8333
P8814,13062,19,1,21375,21394,8332,8313
P8820,13070,34,1,21394,21428,8358,8324
P8878,13165,2,1,21428,21430,8265,8263
P8881,13170,45,1,21430,21475,8305,8260
P8904,13201,8,1,21475,21483,8282,8274
P8927,13236,22,1,21483,21505,8269,8247
P8936,13250,8,1,21505,21513,8263,8255
P8941,13257,10,1,21513,21523,8266,8256
P8952,13276,11,1,21523,21534,8258,8247
P8956,13279,2,1,21534,21536,8257,8255
P8961,13285,31,1,21536,21567,8282,8251
P8977,13307,24,1,21567,21591,8284,8260
P8988,13324,34,1,21591,21625,8301,8267
P9010,13358,32,1,21625,21657,8299,8267
P9019,13370,16,1,21657,21673,8303,8287
P9026,13379,25,1,21673,21698,8319,8294
P9039,13399,37,1,21698,21735,8336,8299
P9041,13401,47,1,21735,21782,8381,8334
P9053,13419,11,1,21782,21793,8374,8363
P9060,13431,39,1,21793,21832,8401,8362
P9069,13439,32,1,21832,21864,8425,8393
P9082,13462,34,1,21864,21898,8436,8402
P9084,13465,43,1,21898,21941,8476,8433
P9090,13472,43,1,21941,21984,8512,8469
P9100,13484,16,1,21984,22000,8516,8500
P9112,13506,11,1,22000,22011,8505,8494
P9122,13519,20,1,22011,22031,8512,8492
P9124,13521,21,1,22031,22052,8531,8510
P9131,13531,21,1,22052,22073,8542,8521
P9135,13537,18,1,22073,22091,8554,8536
P9139,13543,32,1,22091,22123,8580,8548
P9143,13548,25,1,22123,22148,8600,8575
P9144,13551,24,1,22148,22172,8621,8597
P9145,13552,42,1,22172,22214,8662,8620
P9148,13558,46,1,22214,22260,8702,8656
P9159,13574,9,1,22260,22269,8695,8686
P9165,13587,31,1,22269,22300,8713,8682
P9167,13590,50,1,22300,22350,8760,8710
P9171,13595,33,1,22350,22383,8788,8755
P9184,13622,23,1,22383,22406,8784,8761
P9218,13676,46,1,22406,22452,8776,8730
P9225,13687,45,1,22452,22497,8810,8765
P9227,13691,48,1,22497,22545,8854,8806
P9263,13741,33,1,22545,22578,8837,8804
P9265,13746,14,1,22578,22592,8846,8832
P9294,13798,37,1,22592,22629,8831,8794
P9305,13817,3,1,22629,22632,8815,8812
P9308,13821,45,1,22632,22677,8856,8811
P9309,13824,30,1,22677,22707,8883,8853
P9320,13843,21,1,22707,22728,8885,8864
P9336,13864,6,1,22728,22734,8870,8864
P9345,13878,7,1,22734,22741,8863,8856
P9347,13878,22,1,22741,22763,8885,8863
P9377,13924,40,1,22763,22803,8879,8839
P9385,13940,18,1,22803,22821,8881,8863
P9396,13959,17,1,22821,22838,8879,8862
P9400,13965,22,1,22838,22860,8895,8873
P9407,13982,13,1,22860,22873,8891,8878
P9412,13987,5,1,22873,22878,8891,8886
P9423,14007,7,1,22878,22885,8878,8871
P9448,14052,27,1,22885,22912,8860,8833
P9466,14075,13,1,22912,22925,8850,8837
P9517,14143,25,1,22925,22950,8807,8782
P9530,14164,47,1,22950,22997,8833,8786
P9540,14177,34,1,22997,23031,8854,8820
P9553,14187,32,1,23031,23063,8876,8844
P9557,14196,49,1,23063,23112,8916,8867
P9596,14250,37,1,23112,23149,8899,8862
P9624,14296,49,1,23149,23198,8902,8853
P9650,14340,6,1,23198,23204,8864,8858
P9652,14343,30,1,23204,23234,8891,8861
P9669,14368,12,1,23234,23246,8878,8866
P9671,14372,25,1,23246,23271,8899,8874
P9675,14383,35,1,23271,23306,8923,8888
P9686,14396,17,1,23306,23323,8927,8910
P9695,14407,10,1,23323,23333,8926,8916
P9706,14424,39,1,23333,23372,8948,8909
P9720,14444,32,1,23372,23404,8960,8928
P9721,14445,15,1,23404,23419,8974,8959
P9725,14450,13,1,23419,23432,8982,8969
P9732,14458,39,1,23432,23471,9013,8974
P9760,14505,7,1,23471,23478,8973,8966
P9769,14517,28,1,23478,23506,8989,8961
P9772,14523,41,1,23506,23547,9024,8983
P9802,14574,40,1,23547,23587,9013,8973
P9804,14576,29,1,23587,23616,9040,9011
P9811,14582,46,1,23616,23662,9080,9034
P9822,14603,2,1,23662,23664,9061,9059
P9841,14625,10,1,23664,23674,9049,9039
P9845,14629,13,1,23674,23687,9058,9045
P9849,14633,16,1,23687,23703,9070,9054
P9853,14641,43,1,23703,23746,9105,9062
P9862,14652,32,1,23746,23778,9126,9094
P9868,14658,25,1,23778,23803,9145,9120
P9873,14662,40,1,23803,23843,9181,9141
P9882,14675,8,1,23843,23851,9176,9168
P9883,14676,23,1,23851,23874,9198,9175
P9910,14712,25,1,23874,23899,9187,9162
P9917,14724,32,1,23899,23931,9207,9175
P9927,14736,27,1,23931,23958,9222,9195
P9941,14757,11,1,23958,23969,9212,9201
P9945,14762,35,1,23969,24004,9242,9207
P9956,14779,13,1,24004,24017,9238,9225
P9962,14787,15,1,24017,24032,9245,9230
P9972,14799,26,1,24032,24058,9259,9233
P9982,14809,27,1,24058,24085,9276,9249
P9984,14813,13,1,24085,24098,9285,9272
P9998,14837,12,1,24098,24110,9273,9261
P14,22,9,2,24110,24119,24097,24088
P16,24,5,2,24119,24124,24100,24095
P22,26,24,2,24124,24148,24122,24098
P38,52,8,2,24148,24156,24104,24096
P62,88,45,2,24156,24201,24113,24068
P69,100,1,2,24201,24202,24102,24101
P76,105,49,2,24202,24251,24146,24097
P78,107,17,2,24251,24268,24161,24144
P84,116,1,2,24268,24269,24153,24152
P87,121,24,2,24269,24293,24172,24148
P96,134,14,2,24293,24307,24173,24159
P99,136,12,2,24307,24319,24183,24171
P110,155,32,2,24319,24351,24196,24164
P120,169,12,2,24351,24363,24194,24182
P133,184,13,2,24363,24376,24192,24179
P145,201,34,2,24376,24410,24209,24175
P148,207,39,2,24410,24449,24242,24203
P158,219,39,2,24449,24488,24269,24230
P165,230,27,2,24488,24515,24285,24258
P177,250,19,2,24515,24534,24284,24265
P186,265,21,2,24534,24555,24290,24269
P195,283,4,2,24555,24559,24276,24272
P204,297,21,2,24559,24580,24283,24262
P229,337,24,2,24580,24604,24267,24243
P233,345,4,2,24604,24608,24263,24259
P234,345,26,2,24608,24634,24289,24263
P247,361,32,2,24634,24666,24305,24273
P253,369,16,2,24666,24682,24313,24297
P282,408,32,2,24682,24714,24306,24274
P285,411,15,2,24714,24729,24318,24303
P293,421,13,2,24729,24742,24321,24308
P303,437,40,2,24742,24782,24345,24305
P304,440,45,2,24782,24827,24387,24342
P333,487,43,2,24827,24870,24383,24340
P336,488,45,2,24870,24915,24427,24382
P349,505,23,2,24915,24938,24433,24410
P359,522,3,2,24938,24941,24419,24416
P362,528,29,2,24941,24970,24442,24413
P365,532,17,2,24970,24987,24455,24438
P370,540,15,2,24987,25002,24462,24447
P380,557,44,2,25002,25046,24489,24445
P392,573,46,2,25046,25092,24519,24473
P396,580,7,2,25092,25099,24519,24512
P403,589,8,2,25099,25107,24518,24510
P408,601,40,2,25107,25147,24546,24506
P417,613,45,2,25147,25192,24579,24534
P440,642,8,2,25192,25200,24558,24550
P445,650,46,2,25200,25246,24596,24550
P463,676,16,2,25246,25262,24586,24570
P514,742,30,2,25262,25292,24550,24520
P528,767,33,2,25292,25325,24558,24525
P549,795,15,2,25325,25340,24545,24530
P553,806,26,2,25340,25366,24560,24534
P568,828,43,2,25366,25409,24581,24538
P570,833,13,2,25409,25422,24589,24576
P571,833,14,2,25422,25436,24603,24589
P579,844,11,2,25436,25447,24603,24592
P603,882,50,2,25447,25497,24615,24565
P605,887,49,2,25497,25546,24659,24610
P620,906,10,2,25546,25556,24650,24640
P660,964,9,2,25556,25565,24601,24592
P663,971,1,2,25565,25566,24595,24594
P673,986,27,2,25566,25593,24607,24580
P676,989,19,2,25593,25612,24623,24604
P686,1004,34,2,25612,25646,24642,24608
P701,1031,44,2,25646,25690,24659,24615
P703,1036,18,2,25690,25708,24672,24654
P704,1037,34,2,25708,25742,24705,24671
P736,1086,18,2,25742,25760,24674,24656
P738,1087,24,2,25760,25784,24697,24673
P740,1088,12,2,25784,25796,24708,24696
P745,1094,33,2,25796,25829,24735,24702
P757,1108,6,2,25829,25835,24727,24721
P764,1116,16,2,25835,25851,24735,24719
P767,1119,11,2,25851,25862,24743,24732
P772,1130,5,2,25862,25867,24737,24732
P779,1143,42,2,25867,25909,24766,24724
P788,1160,48,2,25909,25957,24797,24749
P790,1163,19,2,25957,25976,24813,24794
P798,1177,19,2,25976,25995,24818,24799
P842,1235,41,2,25995,26036,24801,24760
P854,1258,34,2,26036,26070,24812,24778
P855,1261,34,2,26070,26104,24843,24809
P867,1274,15,2,26104,26119,24845,24830
P870,1281,5,2,26119,26124,24843,24838
P874,1283,3,2,26124,26127,24844,24841
P899,1323,3,2,26127,26130,24807,24804
P900,1323,36,2,26130,26166,24843,24807
P902,1326,41,2,26166,26207,24881,24840
P903,1328,3,2,26207,26210,24882,24879
P910,1338,3,2,26210,26213,24875,24872
P923,1360,15,2,26213,26228,24868,24853
P924,1361,33,2,26228,26261,24900,24867
P928,1370,46,2,26261,26307,24937,24891
P933,1378,43,2,26307,26350,24972,24929
P947,1404,35,2,26350,26385,24981,24946
P963,1431,44,2,26385,26429,24998,24954
P965,1436,35,2,26429,26464,25028,24993
P969,1440,18,2,26464,26482,25042,25024
P990,1471,37,2,26482,26519,25048,25011
P1005,1487,1,2,26519,26520,25033,25032
P1038,1529,31,2,26520,26551,25022,24991
P1047,1538,33,2,26551,26584,25046,25013
P1051,1547,2,2,26584,26586,25039,25037
P1059,1555,21,2,26586,26607,25052,25031
P1069,1572,49,2,26607,26656,25084,25035
P1075,1581,26,2,26656,26682,25101,25075
P1082,1586,26,2,26682,26708,25122,25096
P1084,1588,22,2,26708,26730,25142,25120
P1114,1626,8,2,26730,26738,25112,25104
P1121,1639,47,2,26738,26785,25146,25099
P1141,1668,47,2,26785,26832,25164,25117
P1148,1674,42,2,26832,26874,25200,25158
P1149,1674,31,2,26874,26905,25231,25200
P1151,1675,22,2,26905,26927,25252,25230
P1161,1685,5,2,26927,26932,25247,25242
P1164,1691,29,2,26932,26961,25270,25241
P1169,1703,38,2,26961,26999,25296,25258
P1172,1708,16,2,26999,27015,25307,25291
P1174,1713,10,2,27015,27025,25312,25302
P1191,1741,50,2,27025,27075,25334,25284
P1203,1754,33,2,27075,27108,25354,25321
P1220,1779,4,2,27108,27112,25333,25329
P1230,1792,49,2,27112,27161,25369,25320
P1242,1812,41,2,27161,27202,25390,25349
P1245,1818,17,2,27202,27219,25401,25384
P1258,1840,10,2,27219,27229,25389,25379
P1259,1840,27,2,27229,27256,25416,25389
P1264,1844,44,2,27256,27300,25456,25412
P1269,1852,1,2,27300,27301,25449,25448
P1270,1853,17,2,27301,27318,25465,25448
P1273,1859,4,2,27318,27322,25463,25459
P1277,1867,5,2,27322,27327,25460,25455
P1279,1872,18,2,27327,27345,25473,25455
P1310,1916,13,2,27345,27358,25442,25429
P1311,1916,1,2,27358,27359,25443,25442
P1350,1968,28,2,27359,27387,25419,25391
P1356,1977,37,2,27387,27424,25447,25410
P1372,1996,31,2,27424,27455,25459,25428
P1374,1999,37,2,27455,27492,25493,25456
P1393,2034,25,2,27492,27517,25483,25458
P1394,2037,40,2,27517,27557,25520,25480
P1412,2057,28,2,27557,27585,25528,25500
P1415,2062,28,2,27585,27613,25551,25523
P1419,2071,24,2,27613,27637,25566,25542
P1429,2086,10,2,27637,27647,25561,25551
P1467,2142,1,2,27647,27648,25506,25505
P1481,2162,49,2,27648,27697,25535,25486
P1505,2203,44,2,27697,27741,25538,25494
P1514,2213,9,2,27741,27750,25537,25528
P1515,2213,13,2,27750,27763,25550,25537
P1521,2223,26,2,27763,27789,25566,25540
P1523,2224,30,2,27789,27819,25595,25565
P1536,2242,10,2,27819,27829,25587,25577
P1540,2248,23,2,27829,27852,25604,25581
P1554,2268,15,2,27852,27867,25599,25584
P1564,2287,13,2,27867,27880,25593,25580
P1569,2299,36,2,27880,27916,25617,25581
P1607,2364,23,2,27916,27939,25575,25552
P1621,2383,40,2,27939,27979,25596,25556
P1622,2385,12,2,27979,27991,25606,25594
P1628,2392,8,2,27991,27999,25607,25599
P1653,2426,26,2,27999,28025,25599,25573
P1665,2440,32,2,28025,28057,25617,25585
P1670,2449,35,2,28057,28092,25643,25608
P1686,2472,7,2,28092,28099,25627,25620
P1690,2477,34,2,28099,28133,25656,25622
P1704,2494,20,2,28133,28153,25659,25639
P1711,2503,19,2,28153,28172,25669,25650
P1714,2508,46,2,28172,28218,25710,25664
P1715,2510,32,2,28218,28250,25740,25708
P1748,2554,9,2,28250,28259,25705,25696
P1774,2595,37,2,28259,28296,25701,25664
P1777,2600,2,2,28296,28298,25698,25696
P1801,2637,40,2,28298,28338,25701,25661
P1802,2637,37,2,28338,28375,25738,25701
P1804,2640,10,2,28375,28385,25745,25735
P1815,2653,14,2,28385,28399,25746,25732
P1823,2661,41,2,28399,28440,25779,25738
P1835,2688,17,2,28440,28457,25769,25752
P1854,2718,33,2,28457,28490,25772,25739
P1855,2719,10,2,28490,28500,25781,25771
P1865,2731,7,2,28500,28507,25776,25769
P1926,2822,4,2,28507,28511,25689,25685
P1937,2834,50,2,28511,28561,25727,25677
P1941,2839,29,2,28561,28590,25751,25722
P2002,2925,23,2,28590,28613,25688,25665
P2005,2931,39,2,28613,28652,25721,25682
P2006,2932,16,2,28652,28668,25736,25720
P2027,2965,19,2,28668,28687,25722,25703
P2042,2988,44,2,28687,28731,25743,25699
P2043,2988,18,2,28731,28749,25761,25743
P2045,2990,2,2,28749,28751,25761,25759
P2054,3000,21,2,28751,28772,25772,25751
P2065,3020,19,2,28772,28791,25771,25752
P2070,3025,28,2,28791,28819,25794,25766
P2081,3053,45,2,28819,28864,25811,25766
P2114,3097,37,2,28864,28901,25804,25767
P2115,3097,43,2,28901,28944,25847,25804
P2117,3100,7,2,28944,28951,25851,25844
P2127,3114,38,2,28951,28989,25875,25837
P2155,3148,25,2,28989,29014,25866,25841
P2160,3158,8,2,29014,29022,25864,25856
P2162,3158,34,2,29022,29056,25898,25864
P2188,3194,27,2,29056,29083,25889,25862
P2195,3204,29,2,29083,29112,25908,25879
P2198,3209,37,2,29112,29149,25940,25903
P2229,3241,32,2,29149,29181,25940,25908
P2241,3263,27,2,29181,29208,25945,25918
P2265,3304,46,2,29208,29254,25950,25904
P2274,3319,1,2,29254,29255,25936,25935
P2278,3327,26,2,29255,29281,25954,25928
P2282,3332,24,2,29281,29305,25973,25949
P2289,3341,36,2,29305,29341,26000,25964
P2296,3353,22,2,29341,29363,26010,25988
P2300,3358,37,2,29363,29400,26042,26005
P2352,3447,50,2,29400,29450,26003,25953
P2374,3486,13,2,29450,29463,25977,25964
P2378,3495,11,2,29463,29474,25979,25968
P2403,3533,12,2,29474,29486,25953,25941
P2406,3537,18,2,29486,29504,25967,25949
P2408,3538,29,2,29504,29533,25995,25966
P2415,3547,11,2,29533,29544,25997,25986
P2441,3585,14,2,29544,29558,25973,25959
P2448,3591,14,2,29558,29572,25981,25967
P2457,3602,46,2,29572,29618,26016,25970
P2458,3605,26,2,29618,29644,26039,26013
P2460,3606,40,2,29644,29684,26078,26038
P2461,3606,28,2,29684,29712,26106,26078
P2463,3608,2,2,29712,29714,26106,26104
P2491,3649,47,2,29714,29761,26112,26065
P2496,3657,15,2,29761,29776,26119,26104
P2501,3667,8,2,29776,29784,26117,26109
P2507,3672,10,2,29784,29794,26122,26112
